"","orig_GS","orig_ensembl_id","entrenzID","new_GS"
"gene_symbol134","KIAA1671-AS1","ENSG00000203280","100128531","KIAA1671-AS1"
"gene_symbol135","GLIS2","ENSG00000126603","84662","GLIS2"
"gene_symbol136","ITGAM","ENSG00000169896","3684","ITGAM"
"gene_symbol137","AC104687.1","ENSG00000242727","",""
"gene_symbol138","FOXF1","ENSG00000103241","2294","FOXF1"
"gene_symbol139","PSMD4","ENSG00000159352","5710","PSMD4"
"gene_symbol140","AC017007.3","ENSG00000241002","100270993","RPL32P13"
"gene_symbol141","PDE3B","ENSG00000152270","5140","PDE3B"
"gene_symbol142","LINC02337","ENSG00000215881","105370369","LINC02337"
"gene_symbol143","ZBTB20","ENSG00000181722","26137","ZBTB20"
"gene_symbol144","ENTR1","ENSG00000165689","10807","ENTR1"
"gene_symbol145","AL732437.2","ENSG00000287235","105376381","LOC105376381"
"gene_symbol146","AC100821.1","ENSG00000253667","",""
"gene_symbol147","MARF1","ENSG00000166783","9665","MARF1"
"gene_symbol148","CDIP1","ENSG00000089486","29965","CDIP1"
"gene_symbol149","OR51B3P","ENSG00000223735","79342","OR51B3P"
"gene_symbol150","CEP72","ENSG00000112877","55722","CEP72"
"gene_symbol151","GNAI2P2","ENSG00000231957","401646","GNAI2P2"
"gene_symbol152","LINC02086","ENSG00000244649","",""
"gene_symbol153","AC027176.1","ENSG00000259273","",""
"gene_symbol154","AC007161.3","ENSG00000283549","",""
"gene_symbol155","AC098862.1","ENSG00000250611","",""
"gene_symbol156","TXNDC8","ENSG00000204193","255220","TXNDC8"
"gene_symbol157","BRWD1-IT1","ENSG00000237373","",""
"gene_symbol158","ACSL3","ENSG00000123983","2181","ACSL3"
"gene_symbol159","AL031681.2","ENSG00000288000","26013","L3MBTL1"
"gene_symbol160","CSPG5","ENSG00000114646","10675","CSPG5"
"gene_symbol161","","ENSG00000252657","",""
"gene_symbol162","AL137002.1","ENSG00000269125","",""
"gene_symbol163","AC097478.1","ENSG00000274238","",""
"gene_symbol164","PPFIA1","ENSG00000131626","8500","PPFIA1"
"gene_symbol165","LINC01151","ENSG00000253819","",""
"gene_symbol166","NEDD9","ENSG00000111859","4739","NEDD9"
"gene_symbol167","RNU2-7P","ENSG00000222726","100873824","RNU2-7P"
"gene_symbol168","RNU2-29P","ENSG00000222355","106480209","RNU2-29P"
"gene_symbol169","C19orf18","ENSG00000177025","147685","C19orf18"
"gene_symbol170","AC007496.1","ENSG00000260194","",""
"gene_symbol171","AC245884.8","ENSG00000267838","",""
"gene_symbol172","TMEM151B","ENSG00000178233","441151","TMEM151B"
"gene_symbol173","TPI1P2","ENSG00000230359","286016","TPI1P2"
"gene_symbol174","OR10H2","ENSG00000171942","26538","OR10H2"
"gene_symbol175","DCTN6","ENSG00000104671","10671","DCTN6"
"gene_symbol176","AC114801.1","ENSG00000248128","",""
"gene_symbol177","DPYSL3","ENSG00000113657","1809","DPYSL3"
"gene_symbol178","AC018742.1","ENSG00000233005","",""
"gene_symbol179","CCDC13","ENSG00000244607","152206","CCDC13"
"gene_symbol180","BNC2-AS1","ENSG00000234779","111216284","BNC2-AS1"
"gene_symbol181","OR5AC4P","ENSG00000251090","",""
"gene_symbol182","THBS4-AS1","ENSG00000249825","101929215","THBS4-AS1"
"gene_symbol183","AC026688.2","ENSG00000254293","",""
"gene_symbol184","AC010409.1","ENSG00000213663","100271173","RPL21P58"
"gene_symbol185","SNHG26","ENSG00000228649","109729180","SNHG26"
"gene_symbol186","AC010976.1","ENSG00000231731","",""
"gene_symbol187","AC015914.1","ENSG00000259351","101928988","LOC101928988"
"gene_symbol188","CPA6","ENSG00000165078","57094","CPA6"
"gene_symbol189","PI3","ENSG00000124102","5266","PI3"
"gene_symbol190","AL158047.1","ENSG00000235377","442426","RPS2P34"
"gene_symbol191","AC125613.2","ENSG00000276074","",""
"gene_symbol192","ELOCP26","ENSG00000236599","",""
"gene_symbol193","FAM189B","ENSG00000160767","10712","FAM189B"
"gene_symbol194","AC135279.3","ENSG00000277895","",""
"gene_symbol195","SDAD1P2","ENSG00000230750","",""
"gene_symbol196","AL078601.2","ENSG00000262048","",""
"gene_symbol197","AC007368.1","ENSG00000255595","101927531","LOC101927531"
"gene_symbol198","PTCHD3P1","ENSG00000274985","",""
"gene_symbol199","CRIP3","ENSG00000146215","401262","CRIP3"
"gene_symbol200","ECHDC3","ENSG00000134463","79746","ECHDC3"
"gene_symbol201","H3P32","ENSG00000233814","115482701","H3P32"
"gene_symbol202","AC091849.1","ENSG00000248126","",""
"gene_symbol203","REV3L-IT1","ENSG00000229276","",""
"gene_symbol204","LINC01677","ENSG00000233047","",""
"gene_symbol205","CASP8AP2","ENSG00000118412","9994","CASP8AP2"
"gene_symbol206","CLUH","ENSG00000132361","23277","CLUH"
"gene_symbol207","AC010445.1","ENSG00000249404","",""
"gene_symbol208","AC087588.1","ENSG00000274976","",""
"gene_symbol209","TMED3","ENSG00000166557","23423","TMED3"
"gene_symbol210","RBM8B","ENSG00000258427","",""
"gene_symbol211","CYB561D2","ENSG00000114395","11068","CYB561D2"
"gene_symbol212","NDUFS6","ENSG00000145494","4726","NDUFS6"
"gene_symbol213","AC011840.2","ENSG00000259928","",""
"gene_symbol214","HAND2-AS1","ENSG00000237125","79804","HAND2-AS1"
"gene_symbol215","CCDC105","ENSG00000160994","126402","CCDC105"
"gene_symbol216","SNRPCP20","ENSG00000267182","",""
"gene_symbol217","RPS20P14","ENSG00000223803","",""
"gene_symbol218","RPL5P2","ENSG00000237068","140749","RPL5P2"
"gene_symbol219","TAS2R30","ENSG00000256188","259293","TAS2R30"
"gene_symbol220","AC131280.1","ENSG00000279628","",""
"gene_symbol221","","ENSG00000273913","",""
"gene_symbol222","CCNT2","ENSG00000082258","905","CCNT2"
"gene_symbol223","ENGASE","ENSG00000167280","64772","ENGASE"
"gene_symbol224","AC003688.2","ENSG00000263342","",""
"gene_symbol225","AREG","ENSG00000109321","374","AREG"
"gene_symbol226","AC114490.1","ENSG00000241014","653160","GPR199P"
"gene_symbol227","","ENSG00000237413","149047","MGC27382"
"gene_symbol228","ATP13A4","ENSG00000127249","84239","ATP13A4"
"gene_symbol229","GPR84","ENSG00000139572","53831","GPR84"
"gene_symbol230","IGHV3-64D","ENSG00000282639","102723170","IGHV3-64D"
"gene_symbol231","IL21R","ENSG00000103522","50615","IL21R"
"gene_symbol232","BTF3P6","ENSG00000233956","100499261","BTF3P6"
"gene_symbol233","GOLGA8O","ENSG00000206127","728047","GOLGA8O"
"gene_symbol234","AC073346.2","ENSG00000279288","",""
"gene_symbol235","TOP3BP1","ENSG00000228050","",""
"gene_symbol236","AGGF1P6","ENSG00000259836","106481737","AGGF1P6"
"gene_symbol237","FOXCUT","ENSG00000280916","",""
"gene_symbol238","AC087683.2","ENSG00000276174","",""
"gene_symbol239","AL590787.1","ENSG00000260509","",""
"gene_symbol240","MTND3P15","ENSG00000283940","107161162","MTND3P15"
"gene_symbol241","VPS11","ENSG00000160695","55823","VPS11"
"gene_symbol242","AC011317.1","ENSG00000287688","",""
"gene_symbol243","OR7E55P","ENSG00000230655","391548","OR7E55P"
"gene_symbol244","MICOS10-NBL1","ENSG00000270136","",""
"gene_symbol245","ATP5F1EP2","ENSG00000180389","",""
"gene_symbol246","GTF2IP9","ENSG00000251451","106481734","GTF2IP9"
"gene_symbol247","AHDC1","ENSG00000126705","27245","AHDC1"
"gene_symbol248","GPN1","ENSG00000198522","11321","GPN1"
"gene_symbol249","ABCA2","ENSG00000107331","20","ABCA2"
"gene_symbol250","HLA-T","ENSG00000231130","",""
"gene_symbol251","RERG","ENSG00000134533","85004","RERG"
"gene_symbol252","FRS3","ENSG00000137218","10817","FRS3"
"gene_symbol253","CDY3P","ENSG00000232235","",""
"gene_symbol254","TMEM229B","ENSG00000198133","161145","TMEM229B"
"gene_symbol255","AL136967.1","ENSG00000279284","",""
"gene_symbol256","AL391069.1","ENSG00000224645","",""
"gene_symbol257","TCF7L2","ENSG00000148737","6934","TCF7L2"
"gene_symbol258","CCT5P2","ENSG00000230584","390415","CCT5P2"
"gene_symbol259","RN7SKP264","ENSG00000223012","",""
"gene_symbol260","TSN","ENSG00000211460","7247","TSN"
"gene_symbol261","PCYT2","ENSG00000185813","5833","PCYT2"
"gene_symbol262","AC123777.1","ENSG00000254813","340357","LINC03019"
"gene_symbol263","ZNF367","ENSG00000165244","195828","ZNF367"
"gene_symbol264","AC022367.1","ENSG00000257009","",""
"gene_symbol265","MAL2","ENSG00000147676","114569","MAL2"
"gene_symbol266","AP002026.1","ENSG00000246090","100507053","LOC100507053"
"gene_symbol267","ADAM33","ENSG00000149451","80332","ADAM33"
"gene_symbol268","FAM3C","ENSG00000196937","10447","FAM3C"
"gene_symbol269","COPS8P2","ENSG00000214552","",""
"gene_symbol270","AF222684.1","ENSG00000288536","",""
"gene_symbol271","UBTFL7","ENSG00000229361","646759","UBTFL7"
"gene_symbol272","SP9","ENSG00000217236","100131390","SP9"
"gene_symbol273","AC090525.1","ENSG00000241251","100271431","RPL21P101"
"gene_symbol274","FAM180B","ENSG00000196666","399888","FAM180B"
"gene_symbol275","FDXACB1","ENSG00000255561","91893","FDXACB1"
"gene_symbol276","AC023509.2","ENSG00000257550","100652999","LOC100652999"
"gene_symbol277","SF3B3","ENSG00000189091","23450","SF3B3"
"gene_symbol278","THAP12P1","ENSG00000230665","",""
"gene_symbol279","PRAMEF1","ENSG00000116721","65121","PRAMEF1"
"gene_symbol280","AP000892.4","ENSG00000280143","",""
"gene_symbol281","AC106870.1","ENSG00000197644","",""
"gene_symbol282","GPC1","ENSG00000063660","2817","GPC1"
"gene_symbol283","TIMMDC1","ENSG00000113845","51300","TIMMDC1"
"gene_symbol284","MT1M","ENSG00000205364","4499","MT1M"
"gene_symbol285","HSPE1P2","ENSG00000258645","",""
"gene_symbol286","RNASE13","ENSG00000206150","440163","RNASE13"
"gene_symbol287","AC104472.2","ENSG00000241307","100271041","RPL7AP24"
"gene_symbol288","C3orf36","ENSG00000288547","80111","C3orf36"
"gene_symbol289","AC006252.1","ENSG00000243224","101929054","TWF2-DT"
"gene_symbol290","MYLK-AS2","ENSG00000250174","100873940","MYLK-AS2"
"gene_symbol291","AP003385.4","ENSG00000255147","",""
"gene_symbol292","OR7E35P","ENSG00000250425","391632","OR7E35P"
"gene_symbol293","AC136944.4","ENSG00000261466","",""
"gene_symbol294","COX5AP1","ENSG00000271180","",""
"gene_symbol295","SPRYD4","ENSG00000176422","283377","SPRYD4"
"gene_symbol296","AC093903.1","ENSG00000249091","",""
"gene_symbol297","HOPX","ENSG00000171476","84525","HOPX"
"gene_symbol298","LINC00939","ENSG00000249267","400084","LINC00939"
"gene_symbol299","RNF216","ENSG00000011275","54476","RNF216"
"gene_symbol300","AC008870.5","ENSG00000278912","",""
"gene_symbol301","STX10","ENSG00000104915","8677","STX10"
"gene_symbol302","AC025164.1","ENSG00000245904","",""
"gene_symbol303","SOCS2P2","ENSG00000224465","",""
"gene_symbol304","GPC5-AS2","ENSG00000232885","",""
"gene_symbol305","RGS3","ENSG00000138835","5998","RGS3"
"gene_symbol306","ATP5F1B","ENSG00000110955","506","ATP5F1B"
"gene_symbol307","AP002518.2","ENSG00000256947","",""
"gene_symbol308","AC093677.2","ENSG00000269559","",""
"gene_symbol309","AC104237.2","ENSG00000275612","",""
"gene_symbol310","LINC02051","ENSG00000226859","",""
"gene_symbol311","CHD2","ENSG00000173575","1106","CHD2"
"gene_symbol312","AC009522.1","ENSG00000258216","",""
"gene_symbol313","AL596442.3","ENSG00000287407","",""
"gene_symbol314","ZNF876P","ENSG00000198155","642280","ZNF876P"
"gene_symbol315","SURF6P1","ENSG00000228518","",""
"gene_symbol316","SNX2P2","ENSG00000236460","100873785","SNX2P2"
"gene_symbol317","APELA","ENSG00000248329","100506013","APELA"
"gene_symbol318","NDST3","ENSG00000164100","9348","NDST3"
"gene_symbol319","RN7SKP99","ENSG00000252837","106479138","RN7SKP99"
"gene_symbol320","GLYCAM1","ENSG00000257780","644076","GLYCAM1"
"gene_symbol321","PIM1","ENSG00000137193","5292","PIM1"
"gene_symbol322","AC009065.3","ENSG00000260447","",""
"gene_symbol323","TBC1D3K","ENSG00000273513","101060351","TBC1D3K"
"gene_symbol324","SIGLEC10","ENSG00000142512","89790","SIGLEC10"
"gene_symbol325","KASH5","ENSG00000161609","147872","KASH5"
"gene_symbol326","PAQR9-AS1","ENSG00000241570","101927832","PAQR9-AS1"
"gene_symbol327","LINC01614","ENSG00000230838","105373869","LINC01614"
"gene_symbol328","MFSD6","ENSG00000151690","54842","MFSD6"
"gene_symbol329","CYP2S1","ENSG00000167600","29785","CYP2S1"
"gene_symbol330","AC011365.1","ENSG00000254192","",""
"gene_symbol331","AC090720.1","ENSG00000254579","",""
"gene_symbol332","","ENSG00000262075","26102","DKFZP434A062"
"gene_symbol333","AC004464.1","ENSG00000287027","",""
"gene_symbol334","OR56A7P","ENSG00000255481","81236","OR56A7P"
"gene_symbol335","FUNDC1","ENSG00000069509","139341","FUNDC1"
"gene_symbol336","SLC9A3-AS1","ENSG00000225138","",""
"gene_symbol337","SPATA18","ENSG00000163071","132671","SPATA18"
"gene_symbol338","DYNC1LI1","ENSG00000144635","51143","DYNC1LI1"
"gene_symbol339","HERC2P2","ENSG00000276550","400322","HERC2P2"
"gene_symbol340","LINC01803","ENSG00000228909","",""
"gene_symbol341","AC109583.3","ENSG00000273682","",""
"gene_symbol342","ZNF410","ENSG00000119725","57862","ZNF410"
"gene_symbol343","DARS-AS1","ENSG00000231890","101928243","DARS1-AS1"
"gene_symbol344","THAP4","ENSG00000176946","51078","THAP4"
"gene_symbol345","GPR32","ENSG00000142511","2854","GPR32"
"gene_symbol346","NUAK2","ENSG00000163545","81788","NUAK2"
"gene_symbol347","PMS2P12","ENSG00000228546","392713","PMS2P12"
"gene_symbol348","XKRY","ENSG00000250868","9082","XKRY"
"gene_symbol349","LCMT2","ENSG00000168806","9836","LCMT2"
"gene_symbol350","AC073862.3","ENSG00000279940","",""
"gene_symbol351","KPNA2P3","ENSG00000266820","",""
"gene_symbol352","RPSAP44","ENSG00000220773","652411","RPSAP44"
"gene_symbol353","KCNAB2","ENSG00000069424","8514","KCNAB2"
"gene_symbol354","PKP4","ENSG00000144283","8502","PKP4"
"gene_symbol355","PGPEP1L","ENSG00000183571","145814","PGPEP1L"
"gene_symbol356","AC073172.1","ENSG00000254789","",""
"gene_symbol357","RN7SKP167","ENSG00000222979","106479169","RN7SKP167"
"gene_symbol358","ACTL6B","ENSG00000077080","51412","ACTL6B"
"gene_symbol359","AC090857.2","ENSG00000255167","",""
"gene_symbol360","ABLIM3","ENSG00000173210","22885","ABLIM3"
"gene_symbol361","EGFLAM","ENSG00000164318","133584","EGFLAM"
"gene_symbol362","MCCD1P1","ENSG00000235963","100048903","MCCD1P1"
"gene_symbol363","PGBD1","ENSG00000137338","84547","PGBD1"
"gene_symbol364","HDHD2","ENSG00000167220","84064","HDHD2"
"gene_symbol365","AC104041.1","ENSG00000259692","",""
"gene_symbol366","AC087878.1","ENSG00000259278","",""
"gene_symbol367","ST7-AS1","ENSG00000227199","93653","ST7-AS1"
"gene_symbol368","AL590302.1","ENSG00000223942","",""
"gene_symbol369","AC007351.2","ENSG00000273942","",""
"gene_symbol370","OR4A21P","ENSG00000181943","81322","OR4A21P"
"gene_symbol371","PPIAP84","ENSG00000254152","111082984","PPIAP84"
"gene_symbol372","AL365215.1","ENSG00000275001","",""
"gene_symbol373","VN1R74P","ENSG00000273732","",""
"gene_symbol374","MIR124-2HG","ENSG00000254377","100130155","MIR124-2HG"
"gene_symbol375","KLHL8","ENSG00000145332","57563","KLHL8"
"gene_symbol376","SPAM1","ENSG00000106304","6677","SPAM1"
"gene_symbol377","AC006539.1","ENSG00000240673","",""
"gene_symbol378","MTND3P18","ENSG00000283865","107161164","MTND3P18"
"gene_symbol379","AC011751.1","ENSG00000286201","",""
"gene_symbol380","AC016866.1","ENSG00000264269","100129878","DYM-AS1"
"gene_symbol381","TDRKH","ENSG00000182134","11022","TDRKH"
"gene_symbol382","LINC00654","ENSG00000205181","149837","LINC00654"
"gene_symbol383","AC244255.1","ENSG00000277852","",""
"gene_symbol384","AL731553.1","ENSG00000286981","105378429","LOC105378429"
"gene_symbol385","AL117332.1","ENSG00000275457","",""
"gene_symbol386","AC116353.5","ENSG00000283155","",""
"gene_symbol387","GALNT12","ENSG00000119514","79695","GALNT12"
"gene_symbol388","WBP11P1","ENSG00000260389","441818","WBP11P1"
"gene_symbol389","LCORL","ENSG00000178177","254251","LCORL"
"gene_symbol390","ARHGEF35","ENSG00000213214","445328","ARHGEF35"
"gene_symbol391","P4HA2","ENSG00000072682","8974","P4HA2"
"gene_symbol392","AP003175.1","ENSG00000284722","",""
"gene_symbol393","AL139405.1","ENSG00000285671","",""
"gene_symbol394","SLC26A8","ENSG00000112053","116369","SLC26A8"
"gene_symbol395","MTARC1","ENSG00000186205","64757","MTARC1"
"gene_symbol396","NPM1P5","ENSG00000258925","",""
"gene_symbol397","AC005746.2","ENSG00000267131","101927855","LOC101927855"
"gene_symbol398","AC005695.1","ENSG00000262966","101928266","LOC101928266"
"gene_symbol399","CKAP2P1","ENSG00000258722","",""
"gene_symbol400","BAZ1A","ENSG00000198604","11177","BAZ1A"
"gene_symbol401","AL354695.1","ENSG00000236960","",""
"gene_symbol402","EIF3H","ENSG00000147677","8667","EIF3H"
"gene_symbol403","NEBL-AS1","ENSG00000231920","100128511","NEBL-AS1"
"gene_symbol404","KRT85","ENSG00000135443","3891","KRT85"
"gene_symbol405","PHBP4","ENSG00000230251","100418774","PHB1P4"
"gene_symbol406","Z92846.1","ENSG00000238049","",""
"gene_symbol407","ENSAP3","ENSG00000177261","",""
"gene_symbol408","RNA5SP187","ENSG00000207129","100873449","RNA5SP187"
"gene_symbol409","AC106779.1","ENSG00000261302","105371286","NUP93-DT"
"gene_symbol410","AC090150.2","ENSG00000253903","",""
"gene_symbol411","RNVU1-34","ENSG00000200997","106480177","RNVU1-34"
"gene_symbol412","SNTA1","ENSG00000101400","6640","SNTA1"
"gene_symbol413","AC008667.4","ENSG00000271792","",""
"gene_symbol414","RAB40A","ENSG00000172476","142684","RAB40A"
"gene_symbol415","OR5M3","ENSG00000174937","219482","OR5M3"
"gene_symbol416","PARP4","ENSG00000102699","143","PARP4"
"gene_symbol417","TCAF1P1","ENSG00000223459","653199","TCAF1P1"
"gene_symbol418","WASF4P","ENSG00000188459","",""
"gene_symbol419","TMEM88B","ENSG00000205116","643965","TMEM88B"
"gene_symbol420","RN7SL353P","ENSG00000263608","106481020","RN7SL353P"
"gene_symbol421","SDHCP1","ENSG00000264444","",""
"gene_symbol422","FTH1P21","ENSG00000249013","",""
"gene_symbol423","FAM222A","ENSG00000139438","84915","FAM222A"
"gene_symbol424","EMC1","ENSG00000127463","23065","EMC1"
"gene_symbol425","AC008453.2","ENSG00000286657","",""
"gene_symbol426","MT1B","ENSG00000169688","4490","MT1B"
"gene_symbol427","AC083843.1","ENSG00000254028","",""
"gene_symbol428","LINC00535","ENSG00000246662","642924","CIBAR1-DT"
"gene_symbol429","TNRC18P1","ENSG00000249661","",""
"gene_symbol430","AL121829.2","ENSG00000275812","",""
"gene_symbol431","AL354809.1","ENSG00000273507","",""
"gene_symbol432","C11orf16","ENSG00000176029","56673","C11orf16"
"gene_symbol433","YBX1P9","ENSG00000236994","100861470","YBX1P9"
"gene_symbol434","AC092431.1","ENSG00000231024","",""
"gene_symbol435","NCBP2L","ENSG00000170935","392517","NCBP2L"
"gene_symbol436","C1QL3","ENSG00000165985","389941","C1QL3"
"gene_symbol437","PRSS55","ENSG00000184647","203074","PRSS55"
"gene_symbol438","MARCOL","ENSG00000248109","105378220","MARCOL"
"gene_symbol439","C1orf94","ENSG00000142698","84970","C1orf94"
"gene_symbol440","TNFSF10","ENSG00000121858","8743","TNFSF10"
"gene_symbol441","AC145285.4","ENSG00000261419","",""
"gene_symbol442","AKR1B1P7","ENSG00000266899","",""
"gene_symbol443","EXOC7","ENSG00000182473","23265","EXOC7"
"gene_symbol444","ZNF557","ENSG00000130544","79230","ZNF557"
"gene_symbol445","RPL23AP37","ENSG00000236148","130773","RPL23AP37"
"gene_symbol446","AC106872.1","ENSG00000236941","391711","LOC391711"
"gene_symbol447","AC244093.4","ENSG00000277589","",""
"gene_symbol448","MTFR2P2","ENSG00000235647","",""
"gene_symbol449","AL355835.1","ENSG00000259072","",""
"gene_symbol450","AC104791.1","ENSG00000251687","",""
"gene_symbol451","ZNF674","ENSG00000251192","641339","ZNF674"
"gene_symbol452","H1-12P","ENSG00000216331","",""
"gene_symbol453","NKAPP1","ENSG00000233382","158801","NKAPP1"
"gene_symbol454","SLC2A13P1","ENSG00000254954","106480239","SLC2A13P1"
"gene_symbol455","U82671.1","ENSG00000286939","",""
"gene_symbol456","AC093817.2","ENSG00000286133","",""
"gene_symbol457","AC005544.1","ENSG00000264491","",""
"gene_symbol458","MPP3","ENSG00000161647","4356","MPP3"
"gene_symbol459","AC006157.1","ENSG00000278847","",""
"gene_symbol460","RPL23AP49","ENSG00000243422","653236","RPL23AP49"
"gene_symbol461","AC131025.1","ENSG00000253865","",""
"gene_symbol462","AC010378.1","ENSG00000286403","",""
"gene_symbol463","AC013553.2","ENSG00000270218","",""
"gene_symbol464","CYP4F44P","ENSG00000253748","106480733","CYP4F44P"
"gene_symbol465","AC007598.1","ENSG00000260723","",""
"gene_symbol466","LINC01067","ENSG00000236053","",""
"gene_symbol467","CALML6","ENSG00000169885","163688","CALML6"
"gene_symbol468","AL451061.1","ENSG00000219622","",""
"gene_symbol469","PRIM2","ENSG00000146143","5558","PRIM2"
"gene_symbol470","ECT2","ENSG00000114346","1894","ECT2"
"gene_symbol471","MRFAP1L1","ENSG00000178988","114932","MRFAP1L1"
"gene_symbol472","ZNF729","ENSG00000196350","100287226","ZNF729"
"gene_symbol473","NCR1","ENSG00000189430","9437","NCR1"
"gene_symbol474","USP8","ENSG00000138592","9101","USP8"
"gene_symbol475","AC010536.3","ENSG00000277504","",""
"gene_symbol476","RB1-DT","ENSG00000231473","100862704","RB1-DT"
"gene_symbol477","NFE2L3","ENSG00000050344","9603","NFE2L3"
"gene_symbol478","HDAC1","ENSG00000116478","3065","HDAC1"
"gene_symbol479","RN7SL296P","ENSG00000275090","106481003","RN7SL296P"
"gene_symbol480","ADAL","ENSG00000168803","161823","ADAL"
"gene_symbol481","AC010255.1","ENSG00000247311","",""
"gene_symbol482","AGAP6","ENSG00000204149","414189","AGAP6"
"gene_symbol483","RN7SL843P","ENSG00000239547","106481151","RN7SL843P"
"gene_symbol484","SLC25A47","ENSG00000140107","283600","SLC25A47"
"gene_symbol485","VSIG10","ENSG00000176834","54621","VSIG10"
"gene_symbol486","TTLL7-IT1","ENSG00000233061","",""
"gene_symbol487","AC097521.1","ENSG00000249642","105377603","LOC105377603"
"gene_symbol488","LINC02605","ENSG00000261618","",""
"gene_symbol489","SERTAD1","ENSG00000197019","29950","SERTAD1"
"gene_symbol490","AC104090.1","ENSG00000250345","100419356","LOC100419356"
"gene_symbol491","FNTAP1","ENSG00000254502","",""
"gene_symbol492","ZNF680P1","ENSG00000228014","",""
"gene_symbol493","PNPT1","ENSG00000138035","87178","PNPT1"
"gene_symbol494","ZNF630","ENSG00000221994","57232","ZNF630"
"gene_symbol495","AL356108.1","ENSG00000236230","",""
"gene_symbol496","SYT14","ENSG00000143469","255928","SYT14"
"gene_symbol497","AC025033.1","ENSG00000243165","",""
"gene_symbol498","MS4A2","ENSG00000149534","2206","MS4A2"
"gene_symbol499","KIF26B","ENSG00000162849","55083","KIF26B"
"gene_symbol500","PDSS1P1","ENSG00000182347","",""
"gene_symbol501","AC108078.1","ENSG00000248824","",""
"gene_symbol502","CENPC","ENSG00000145241","1060","CENPC"
"gene_symbol503","AL121832.1","ENSG00000233017","",""
"gene_symbol504","RPL35AP17","ENSG00000239317","100271319","RPL35AP17"
"gene_symbol505","RN7SKP210","ENSG00000238875","106480898","RN7SKP210"
"gene_symbol506","FAM72C","ENSG00000263513","554282","FAM72C"
"gene_symbol507","Z99774.1","ENSG00000206028","",""
"gene_symbol508","AL391883.1","ENSG00000235434","",""
"gene_symbol509","HAGLR","ENSG00000224189","401022","HAGLR"
"gene_symbol510","RAP1B","ENSG00000127314","5908","RAP1B"
"gene_symbol511","AC021231.1","ENSG00000259336","",""
"gene_symbol512","AL031055.1","ENSG00000271784","",""
"gene_symbol513","ZNF720","ENSG00000197302","124411","KRBOX5"
"gene_symbol514","AC092295.1","ENSG00000228629","",""
"gene_symbol515","AP001999.2","ENSG00000285640","",""
"gene_symbol516","CNOT2","ENSG00000111596","4848","CNOT2"
"gene_symbol517","CACNG6","ENSG00000130433","59285","CACNG6"
"gene_symbol518","AL356276.1","ENSG00000227217","",""
"gene_symbol519","TEX46","ENSG00000227868","729059","TEX46"
"gene_symbol520","RN7SKP284","ENSG00000222934","106479222","RN7SKP284"
"gene_symbol521","HMGN2P36","ENSG00000228901","",""
"gene_symbol522","AL132796.3","ENSG00000278990","",""
"gene_symbol523","OR13C5","ENSG00000277556","138799","OR13C5"
"gene_symbol524","AC114488.1","ENSG00000229167","",""
"gene_symbol525","SS18","ENSG00000141380","6760","SS18"
"gene_symbol526","RPSAP70","ENSG00000250327","105377595","RPSAP70"
"gene_symbol527","LTB4R","ENSG00000213903","1241","LTB4R"
"gene_symbol528","AC012358.2","ENSG00000240401","",""
"gene_symbol529","AL731566.3","ENSG00000276742","",""
"gene_symbol530","LINC02231","ENSG00000248995","109729131","LINC02231"
"gene_symbol531","FAM111A-DT","ENSG00000245571","101927204","FAM111A-DT"
"gene_symbol532","RNA5SP28","ENSG00000200711","100873360","RNA5SP28"
"gene_symbol533","AC008686.1","ENSG00000267633","",""
"gene_symbol534","EEF1A1P14","ENSG00000233057","647167","EEF1A1P14"
"gene_symbol535","AC114284.1","ENSG00000248927","",""
"gene_symbol536","C3orf22","ENSG00000180697","152065","C3orf22"
"gene_symbol537","SCML2P1","ENSG00000264127","100421167","SCML2P1"
"gene_symbol538","AL731556.1","ENSG00000213514","",""
"gene_symbol539","LPCAT2BP","ENSG00000233228","100128094","LPCAT2BP"
"gene_symbol540","AL031429.2","ENSG00000269933","",""
"gene_symbol541","CLUHP6","ENSG00000265279","100418754","CLUHP6"
"gene_symbol542","AL132709.7","ENSG00000230805","",""
"gene_symbol543","AL357140.2","ENSG00000228150","",""
"gene_symbol544","SLC6A12-AS1","ENSG00000256577","101929384","SLC6A12-AS1"
"gene_symbol545","AC020914.4","ENSG00000269130","",""
"gene_symbol546","FMNL3","ENSG00000161791","91010","FMNL3"
"gene_symbol547","RPL23AP26","ENSG00000228884","391490","RPL23AP26"
"gene_symbol548","VN1R88P","ENSG00000268541","",""
"gene_symbol549","AC019193.4","ENSG00000286821","112268472","LOC112268472"
"gene_symbol550","RN7SKP149","ENSG00000199878","",""
"gene_symbol551","OR2A1-AS1","ENSG00000244479","",""
"gene_symbol552","AP000790.1","ENSG00000214788","",""
"gene_symbol553","VRTN","ENSG00000133980","55237","VRTN"
"gene_symbol554","XPNPEP3","ENSG00000196236","63929","XPNPEP3"
"gene_symbol555","SNORA77","ENSG00000221643","677843","SNORA77"
"gene_symbol556","AC009509.3","ENSG00000256557","",""
"gene_symbol557","AFAP1L1","ENSG00000157510","134265","AFAP1L1"
"gene_symbol558","LINC02208","ENSG00000250891","",""
"gene_symbol559","AC037198.1","ENSG00000276107","",""
"gene_symbol560","RBM43","ENSG00000184898","375287","RBM43"
"gene_symbol561","AL158211.1","ENSG00000261671","",""
"gene_symbol562","VN1R71P","ENSG00000264837","100312817","VN1R71P"
